"Accreditation Rates"
2/13/2026

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"Accomack County Public Schools","Accawmacke Elementary","Academic Achievement - Science","All Students",SCH,79,,,,,
2022,"Accomack County Public Schools","Arcadia High","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Accomack County Public Schools","Arcadia Middle ","Academic Achievement - Science","All Students",SCH,58,,,,,
2022,"Accomack County Public Schools","Chincoteague Elementary","Academic Achievement - Science","All Students",SCH,67,,,,,
2022,"Accomack County Public Schools","Chincoteague High","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"Accomack County Public Schools","Kegotank Elementary","Academic Achievement - Science","All Students",SCH,54,,,,,
2022,"Accomack County Public Schools","Metompkin Elementary","Academic Achievement - Science","All Students",SCH,51,,,,,
2022,"Accomack County Public Schools","Nandua High","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"Accomack County Public Schools","Nandua Middle","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Accomack County Public Schools","Pungoteague Elementary","Academic Achievement - Science","All Students",SCH,57,,,,,
2022,"Accomack County Public Schools","Tangier Combined","Academic Achievement - Science","All Students",SCH,30,,,,,
2022,"Albemarle County Public Schools","Agnor Elementary","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Albemarle County Public Schools","Albemarle High","Academic Achievement - Science","All Students",SCH,66,,,,,
2022,"Albemarle County Public Schools","Baker-Butler Elementary","Academic Achievement - Science","All Students",SCH,62,,,,,
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Albemarle County Public Schools","Brownsville Elementary","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Albemarle County Public Schools","Community Lab School","Academic Achievement - Science","All Students",SCH,83,,,,,
2022,"Albemarle County Public Schools","Crozet Elementary","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Albemarle County Public Schools","Hollymead Elementary","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"Albemarle County Public Schools","Ivy Elementary","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"Albemarle County Public Schools","Journey Middle","Academic Achievement - Science","All Students",SCH,59,,,,,
2022,"Albemarle County Public Schools","Lakeside Middle","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Albemarle County Public Schools","Leslie H. Walton Middle","Academic Achievement - Science","All Students",SCH,61,,,,,
2022,"Albemarle County Public Schools","Mary Carr Greer Elementary","Academic Achievement - Science","All Students",SCH,40,,,,,
2022,"Albemarle County Public Schools","Monticello High","Academic Achievement - Science","All Students",SCH,61,,,,,
2022,"Albemarle County Public Schools","Mountain View Elementary","Academic Achievement - Science","All Students",SCH,42,,,,,
2022,"Albemarle County Public Schools","Red Hill Elementary","Academic Achievement - Science","All Students",SCH,37,,,,,
2022,"Albemarle County Public Schools","Scottsville Elementary","Academic Achievement - Science","All Students",SCH,31,,,,,
2022,"Albemarle County Public Schools","Stone Robinson Elementary","Academic Achievement - Science","All Students",SCH,59,,,,,
2022,"Albemarle County Public Schools","Stony Point Elementary","Academic Achievement - Science","All Students",SCH,71,,,,,
2022,"Albemarle County Public Schools","Virginia L. Murray Elementary","Academic Achievement - Science","All Students",SCH,83,,,,,
2022,"Albemarle County Public Schools","Western Albemarle High","Academic Achievement - Science","All Students",SCH,84,,,,,
2022,"Albemarle County Public Schools","Woodbrook Elementary","Academic Achievement - Science","All Students",SCH,31,,,,,
2022,"Alexandria City Public Schools","Alexandria City High","Academic Achievement - Science","All Students",SCH,57,,,,,
2022,"Alexandria City Public Schools","Charles Barrett Elementary","Academic Achievement - Science","All Students",SCH,71,,,,,
2022,"Alexandria City Public Schools","Cora Kelly School for Math Science and Technology","Academic Achievement - Science","All Students",SCH,46,,,,,
2022,"Alexandria City Public Schools","Douglas MacArthur Elementary","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Alexandria City Public Schools","Ferdinand T. Day Elementary","Academic Achievement - Science","All Students",SCH,37,,,,,
2022,"Alexandria City Public Schools","Francis C. Hammond Middle","Academic Achievement - Science","All Students",SCH,50,,,,,
2022,"Alexandria City Public Schools","George Mason Elementary","Academic Achievement - Science","All Students",SCH,86,,,,,
2022,"Alexandria City Public Schools","George Washington Middle","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Alexandria City Public Schools","James K. Polk Elementary","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Alexandria City Public Schools","Jefferson-Houston PK-8 School","Academic Achievement - Science","All Students",SCH,35,,,,,
2022,"Alexandria City Public Schools","John Adams Elementary","Academic Achievement - Science","All Students",SCH,48,,,,,
2022,"Alexandria City Public Schools","Lyles-Crouch Elementary","Academic Achievement - Science","All Students",SCH,80,,,,,
2022,"Alexandria City Public Schools","Mount Vernon Elementary","Academic Achievement - Science","All Students",SCH,59,,,,,
2022,"Alexandria City Public Schools","Naomi L. Brooks Elementary","Academic Achievement - Science","All Students",SCH,62,,,,,
2022,"Alexandria City Public Schools","Patrick Henry K-8 School","Academic Achievement - Science","All Students",SCH,61,,,,,
2022,"Alexandria City Public Schools","Samuel W. Tucker Elementary","Academic Achievement - Science","All Students",SCH,53,,,,,
2022,"Alexandria City Public Schools","William Ramsay Elementary","Academic Achievement - Science","All Students",SCH,46,,,,,
2022,"Alleghany Highlands Public Schools","Alleghany High","Academic Achievement - Science","All Students",SCH,53,,,,,
2022,"Alleghany Highlands Public Schools","Callaghan Elementary","Academic Achievement - Science","All Students",SCH,80,,,,,
2022,"Alleghany Highlands Public Schools","Covington Middle","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Alleghany Highlands Public Schools","Jeter-Watson Elementary","Academic Achievement - Science","All Students",SCH,46,,,,,
2022,"Alleghany Highlands Public Schools","Mountain View Elementary","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Alleghany Highlands Public Schools","Sharon Elementary","Academic Achievement - Science","All Students",SCH,74,,,,,
2022,"Amelia County Public Schools","Amelia County Elementary","Academic Achievement - Science","All Students",SCH,52,,,,,
2022,"Amelia County Public Schools","Amelia County High","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Amelia County Public Schools","Amelia County Middle","Academic Achievement - Science","All Students",SCH,55,,,,,
2022,"Amherst County Public Schools","Amelon Elementary","Academic Achievement - Science","All Students",SCH,54,,,,,
2022,"Amherst County Public Schools","Amherst County High","Academic Achievement - Science","All Students",SCH,58,,,,,
2022,"Amherst County Public Schools","Amherst Elementary","Academic Achievement - Science","All Students",SCH,66,,,,,
2022,"Amherst County Public Schools","Amherst Middle","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Amherst County Public Schools","Central Elementary","Academic Achievement - Science","All Students",SCH,39,,,,,
2022,"Amherst County Public Schools","Elon Elementary","Academic Achievement - Science","All Students",SCH,50,,,,,
2022,"Amherst County Public Schools","Madison Heights Elementary","Academic Achievement - Science","All Students",SCH,16,,,,,
2022,"Amherst County Public Schools","Monelison Middle","Academic Achievement - Science","All Students",SCH,48,,,,,
2022,"Amherst County Public Schools","Temperance Elementary","Academic Achievement - Science","All Students",SCH,69,,,,,
2022,"Appomattox County Public Schools","Appomattox County High","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Appomattox County Public Schools","Appomattox Elementary","Academic Achievement - Science","All Students",SCH,73,,,,,
2022,"Appomattox County Public Schools","Appomattox Middle","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Appomattox County Public Schools","Appomattox Primary","Academic Achievement - Science","All Students",SCH,73,,,,,
2022,"Arlington County Public Schools","Abingdon Elementary","Academic Achievement - Science","All Students",SCH,55,,,,,
2022,"Arlington County Public Schools","Alice West Fleet Elementary","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"Arlington County Public Schools","Arlington Community High","Academic Achievement - Science","All Students",SCH,<,,,,,
2022,"Arlington County Public Schools","Arlington Science Focus School","Academic Achievement - Science","All Students",SCH,90,,,,,
2022,"Arlington County Public Schools","Arlington Traditional","Academic Achievement - Science","All Students",SCH,85,,,,,
2022,"Arlington County Public Schools","Ashlawn Elementary","Academic Achievement - Science","All Students",SCH,87,,,,,
2022,"Arlington County Public Schools","Barcroft Elementary","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Arlington County Public Schools","Barrett Elementary","Academic Achievement - Science","All Students",SCH,44,,,,,
2022,"Arlington County Public Schools","Campbell Elementary","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Arlington County Public Schools","Cardinal Elementary","Academic Achievement - Science","All Students",SCH,92,,,,,
2022,"Arlington County Public Schools","Carlin Springs Elementary","Academic Achievement - Science","All Students",SCH,21,,,,,
2022,"Arlington County Public Schools","Claremont Immersion","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Arlington County Public Schools","Discovery Elementary","Academic Achievement - Science","All Students",SCH,83,,,,,
2022,"Arlington County Public Schools","Dorothy Hamm Middle","Academic Achievement - Science","All Students",SCH,86,,,,,
2022,"Arlington County Public Schools","Dr. Charles R. Drew Elementary","Academic Achievement - Science","All Students",SCH,50,,,,,
2022,"Arlington County Public Schools","Escuela Key Elementary","Academic Achievement - Science","All Students",SCH,39,,,,,
2022,"Arlington County Public Schools","Glebe Elementary","Academic Achievement - Science","All Students",SCH,85,,,,,
2022,"Arlington County Public Schools","Gunston Middle","Academic Achievement - Science","All Students",SCH,70,,,,,
2022,"Arlington County Public Schools","Hoffman-Boston Elementary","Academic Achievement - Science","All Students",SCH,62,,,,,
2022,"Arlington County Public Schools","Innovation Elementary ","Academic Achievement - Science","All Students",SCH,59,,,,,
2022,"Arlington County Public Schools","Jamestown Elementary","Academic Achievement - Science","All Students",SCH,89,,,,,
2022,"Arlington County Public Schools","Jefferson Middle","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Arlington County Public Schools","Kenmore Middle","Academic Achievement - Science","All Students",SCH,66,,,,,
2022,"Arlington County Public Schools","Long Branch Elementary","Academic Achievement - Science","All Students",SCH,72,,,,,
2022,"Arlington County Public Schools","Montessori Public School of Arlington","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Arlington County Public Schools","Nottingham Elementary","Academic Achievement - Science","All Students",SCH,86,,,,,
2022,"Arlington County Public Schools","Oakridge Elementary","Academic Achievement - Science","All Students",SCH,48,,,,,
2022,"Arlington County Public Schools","Randolph Elementary","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Arlington County Public Schools","Swanson Middle","Academic Achievement - Science","All Students",SCH,82,,,,,
2022,"Arlington County Public Schools","Taylor Elementary","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Arlington County Public Schools","Tuckahoe Elementary","Academic Achievement - Science","All Students",SCH,94,,,,,
2022,"Arlington County Public Schools","Wakefield High","Academic Achievement - Science","All Students",SCH,66,,,,,
2022,"Arlington County Public Schools","Washington-Liberty High","Academic Achievement - Science","All Students",SCH,79,,,,,
2022,"Arlington County Public Schools","Williamsburg Middle","Academic Achievement - Science","All Students",SCH,95,,,,,
2022,"Arlington County Public Schools","Yorktown High","Academic Achievement - Science","All Students",SCH,90,,,,,
2022,"Augusta County Public Schools","Buffalo Gap High","Academic Achievement - Science","All Students",SCH,79,,,,,
2022,"Augusta County Public Schools","Cassell Elementary","Academic Achievement - Science","All Students",SCH,71,,,,,
2022,"Augusta County Public Schools","Churchville Elementary","Academic Achievement - Science","All Students",SCH,79,,,,,
2022,"Augusta County Public Schools","Craigsville Elementary","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Augusta County Public Schools","Edward G. Clymore Elementary","Academic Achievement - Science","All Students",SCH,59,,,,,
2022,"Augusta County Public Schools","Fort Defiance High","Academic Achievement - Science","All Students",SCH,80,,,,,
2022,"Augusta County Public Schools","Guy K. Stump Elementary","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"Augusta County Public Schools","North River Elementary","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Augusta County Public Schools","Riverheads Elementary","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Augusta County Public Schools","Riverheads High","Academic Achievement - Science","All Students",SCH,82,,,,,
2022,"Augusta County Public Schools","S. Gordon Stewart Middle","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"Augusta County Public Schools","Stuarts Draft Elementary","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Augusta County Public Schools","Stuarts Draft High","Academic Achievement - Science","All Students",SCH,69,,,,,
2022,"Augusta County Public Schools","Stuarts Draft Middle","Academic Achievement - Science","All Students",SCH,69,,,,,
2022,"Augusta County Public Schools","Wilson Elementary","Academic Achievement - Science","All Students",SCH,51,,,,,
2022,"Augusta County Public Schools","Wilson Memorial High","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Augusta County Public Schools","Wilson Middle","Academic Achievement - Science","All Students",SCH,57,,,,,
2022,"Bath County Public Schools","Bath County High","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Bath County Public Schools","Millboro Elementary","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Bath County Public Schools","Valley Elementary","Academic Achievement - Science","All Students",SCH,86,,,,,
2022,"Bedford County Public Schools","Bedford Elementary","Academic Achievement - Science","All Students",SCH,50,,,,,
2022,"Bedford County Public Schools","Bedford Primary","Academic Achievement - Science","All Students",SCH,50,,,,,
2022,"Bedford County Public Schools","Big Island Elementary","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"Bedford County Public Schools","Boonsboro Elementary","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Bedford County Public Schools","Forest Elementary","Academic Achievement - Science","All Students",SCH,91,,,,,
2022,"Bedford County Public Schools","Forest Middle","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Bedford County Public Schools","Goodview Elementary","Academic Achievement - Science","All Students",SCH,48,,,,,
2022,"Bedford County Public Schools","Huddleston Elementary","Academic Achievement - Science","All Students",SCH,58,,,,,
2022,"Bedford County Public Schools","Jefferson Forest High","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Bedford County Public Schools","Liberty High","Academic Achievement - Science","All Students",SCH,69,,,,,
2022,"Bedford County Public Schools","Liberty Middle","Academic Achievement - Science","All Students",SCH,52,,,,,
2022,"Bedford County Public Schools","Moneta Elementary","Academic Achievement - Science","All Students",SCH,82,,,,,
2022,"Bedford County Public Schools","Montvale Elementary","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Bedford County Public Schools","New London Academy Elementary","Academic Achievement - Science","All Students",SCH,88,,,,,
2022,"Bedford County Public Schools","Otter River Elementary","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Bedford County Public Schools","Staunton River High","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Bedford County Public Schools","Staunton River Middle","Academic Achievement - Science","All Students",SCH,50,,,,,
2022,"Bedford County Public Schools","Stewartsville Elementary","Academic Achievement - Science","All Students",SCH,71,,,,,
2022,"Bedford County Public Schools","Thomas Jefferson Elementary","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"Bland County Public Schools","Bland County Elementary ","Academic Achievement - Science","All Students",SCH,72,,,,,
2022,"Bland County Public Schools","Bland County High","Academic Achievement - Science","All Students",SCH,80,,,,,
2022,"Botetourt County Public Schools","Breckinridge Elementary","Academic Achievement - Science","All Students",SCH,73,,,,,
2022,"Botetourt County Public Schools","Buchanan Elementary","Academic Achievement - Science","All Students",SCH,80,,,,,
2022,"Botetourt County Public Schools","Central Academy Middle","Academic Achievement - Science","All Students",SCH,85,,,,,
2022,"Botetourt County Public Schools","Cloverdale Elementary","Academic Achievement - Science","All Students",SCH,70,,,,,
2022,"Botetourt County Public Schools","Colonial Elementary","Academic Achievement - Science","All Students",SCH,87,,,,,
2022,"Botetourt County Public Schools","Eagle Rock Elementary","Academic Achievement - Science","All Students",SCH,82,,,,,
2022,"Botetourt County Public Schools","Greenfield Elementary","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Botetourt County Public Schools","James River High","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Botetourt County Public Schools","Lord Botetourt High","Academic Achievement - Science","All Students",SCH,74,,,,,
2022,"Botetourt County Public Schools","Read Mountain Middle","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"Botetourt County Public Schools","Troutville Elementary","Academic Achievement - Science","All Students",SCH,87,,,,,
2022,"Bristol City Public Schools","Virginia High","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Bristol City Public Schools","Virginia Middle","Academic Achievement - Science","All Students",SCH,61,,,,,
2022,"Brunswick County Public Schools","Brunswick High","Academic Achievement - Science","All Students",SCH,45,,,,,
2022,"Brunswick County Public Schools","James S. Russell Middle","Academic Achievement - Science","All Students",SCH,27,,,,,
2022,"Brunswick County Public Schools","Meherrin Powellton Elementary","Academic Achievement - Science","All Students",SCH,31,,,,,
2022,"Brunswick County Public Schools","Red Oak-Sturgeon Elementary","Academic Achievement - Science","All Students",SCH,41,,,,,
2022,"Brunswick County Public Schools","Totaro Elementary","Academic Achievement - Science","All Students",SCH,53,,,,,
2022,"Buchanan County Public Schools","Council Elementary/Middle","Academic Achievement - Science","All Students",SCH,57,,,,,
2022,"Buchanan County Public Schools","Council High ","Academic Achievement - Science","All Students",SCH,71,,,,,
2022,"Buchanan County Public Schools","Grundy High","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Buchanan County Public Schools","Hurley Elementary/Middle","Academic Achievement - Science","All Students",SCH,52,,,,,
2022,"Buchanan County Public Schools","Hurley High","Academic Achievement - Science","All Students",SCH,53,,,,,
2022,"Buchanan County Public Schools","Riverview Elementary/Middle","Academic Achievement - Science","All Students",SCH,48,,,,,
2022,"Buchanan County Public Schools","Twin Valley Elementary/Middle","Academic Achievement - Science","All Students",SCH,57,,,,,
2022,"Buchanan County Public Schools","Twin Valley High","Academic Achievement - Science","All Students",SCH,59,,,,,
2022,"Buckingham County Public Schools","Buckingham Co Elementary","Academic Achievement - Science","All Students",SCH,41,,,,,
2022,"Buckingham County Public Schools","Buckingham Co Primary","Academic Achievement - Science","All Students",SCH,41,,,,,
2022,"Buckingham County Public Schools","Buckingham County High","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Buckingham County Public Schools","Buckingham County Middle","Academic Achievement - Science","All Students",SCH,57,,,,,
2022,"Buena Vista City Public Schools","Enderly Heights Elementary","Academic Achievement - Science","All Students",SCH,58,,,,,
2022,"Buena Vista City Public Schools","F.W. Kling Jr. Elementary","Academic Achievement - Science","All Students",SCH,58,,,,,
2022,"Buena Vista City Public Schools","Parry McCluer High","Academic Achievement - Science","All Students",SCH,61,,,,,
2022,"Campbell County Public Schools","Altavista Elementary","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Campbell County Public Schools","Altavista High","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Campbell County Public Schools","Brookneal Elementary","Academic Achievement - Science","All Students",SCH,66,,,,,
2022,"Campbell County Public Schools","Brookville High","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Campbell County Public Schools","Brookville Middle","Academic Achievement - Science","All Students",SCH,62,,,,,
2022,"Campbell County Public Schools","Concord Elementary","Academic Achievement - Science","All Students",SCH,73,,,,,
2022,"Campbell County Public Schools","Leesville Road Elementary","Academic Achievement - Science","All Students",SCH,80,,,,,
2022,"Campbell County Public Schools","Rustburg Elementary","Academic Achievement - Science","All Students",SCH,71,,,,,
2022,"Campbell County Public Schools","Rustburg High","Academic Achievement - Science","All Students",SCH,79,,,,,
2022,"Campbell County Public Schools","Rustburg Middle","Academic Achievement - Science","All Students",SCH,58,,,,,
2022,"Campbell County Public Schools","Tomahawk Elementary","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Campbell County Public Schools","William Campbell High","Academic Achievement - Science","All Students",SCH,58,,,,,
2022,"Campbell County Public Schools","Yellow Branch Elementary","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Caroline County Public Schools","Bowling Green Elementary","Academic Achievement - Science","All Students",SCH,36,,,,,
2022,"Caroline County Public Schools","Caroline High","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Caroline County Public Schools","Caroline Middle","Academic Achievement - Science","All Students",SCH,49,,,,,
2022,"Caroline County Public Schools","Lewis and Clark Elementary","Academic Achievement - Science","All Students",SCH,61,,,,,
2022,"Caroline County Public Schools","Madison Elementary","Academic Achievement - Science","All Students",SCH,70,,,,,
2022,"Carroll County Public Schools","Carroll County High","Academic Achievement - Science","All Students",SCH,61,,,,,
2022,"Carroll County Public Schools","Carroll County Middle","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Carroll County Public Schools","Fancy Gap Elementary","Academic Achievement - Science","All Students",SCH,71,,,,,
2022,"Carroll County Public Schools","Gladesboro Elementary","Academic Achievement - Science","All Students",SCH,47,,,,,
2022,"Carroll County Public Schools","Gladeville Elementary","Academic Achievement - Science","All Students",SCH,74,,,,,
2022,"Carroll County Public Schools","Hillsville Elementary","Academic Achievement - Science","All Students",SCH,67,,,,,
2022,"Carroll County Public Schools","Laurel Elementary","Academic Achievement - Science","All Students",SCH,41,,,,,
2022,"Carroll County Public Schools","Oakland Elementary","Academic Achievement - Science","All Students",SCH,69,,,,,
2022,"Carroll County Public Schools","St. Paul","Academic Achievement - Science","All Students",SCH,74,,,,,
2022,"Charles City County Public Schools","Charles City County Elementary","Academic Achievement - Science","All Students",SCH,18,,,,,
2022,"Charles City County Public Schools","Charles City County High","Academic Achievement - Science","All Students",SCH,62,,,,,
2022,"Charlotte County Public Schools","Bacon District Elementary","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Charlotte County Public Schools","Central Middle","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Charlotte County Public Schools","Eureka Elementary","Academic Achievement - Science","All Students",SCH,61,,,,,
2022,"Charlotte County Public Schools","Phenix Elementary","Academic Achievement - Science","All Students",SCH,73,,,,,
2022,"Charlotte County Public Schools","Randolph-Henry High","Academic Achievement - Science","All Students",SCH,80,,,,,
2022,"Charlottesville City Public Schools","Charlottesville High","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Charlottesville City Public Schools","Charlottesville Middle","Academic Achievement - Science","All Students",SCH,51,,,,,
2022,"Charlottesville City Public Schools","Walker Upper Elementary","Academic Achievement - Science","All Students",SCH,48,,,,,
2022,"Chesapeake City Public Schools","Butts Road Intermediate","Academic Achievement - Science","All Students",SCH,87,,,,,
2022,"Chesapeake City Public Schools","Butts Road Primary","Academic Achievement - Science","All Students",SCH,87,,,,,
2022,"Chesapeake City Public Schools","Camelot Elementary","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Chesapeake City Public Schools","Cedar Road Elementary","Academic Achievement - Science","All Students",SCH,79,,,,,
2022,"Chesapeake City Public Schools","Crestwood Middle","Academic Achievement - Science","All Students",SCH,59,,,,,
2022,"Chesapeake City Public Schools","Deep Creek Central Elementary","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Chesapeake City Public Schools","Deep Creek Elementary","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Chesapeake City Public Schools","Deep Creek High","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Chesapeake City Public Schools","Deep Creek Middle","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Chesapeake City Public Schools","Edwin W. Chittum Elementary","Academic Achievement - Science","All Students",SCH,84,,,,,
2022,"Chesapeake City Public Schools","G.A. Treakle Elementary","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Chesapeake City Public Schools","George W. Carver Intermediate","Academic Achievement - Science","All Students",SCH,51,,,,,
2022,"Chesapeake City Public Schools","Grassfield Elementary","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"Chesapeake City Public Schools","Grassfield High","Academic Achievement - Science","All Students",SCH,89,,,,,
2022,"Chesapeake City Public Schools","Great Bridge High","Academic Achievement - Science","All Students",SCH,84,,,,,
2022,"Chesapeake City Public Schools","Great Bridge Intermediate","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Chesapeake City Public Schools","Great Bridge Middle","Academic Achievement - Science","All Students",SCH,82,,,,,
2022,"Chesapeake City Public Schools","Great Bridge Primary","Academic Achievement - Science","All Students",SCH,78,,,,,
2022,"Chesapeake City Public Schools","Greenbrier Intermediate","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Chesapeake City Public Schools","Greenbrier Middle","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Chesapeake City Public Schools","Greenbrier Primary","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Chesapeake City Public Schools","Hickory Elementary","Academic Achievement - Science","All Students",SCH,84,,,,,
2022,"Chesapeake City Public Schools","Hickory High","Academic Achievement - Science","All Students",SCH,91,,,,,
2022,"Chesapeake City Public Schools","Hickory Middle","Academic Achievement - Science","All Students",SCH,86,,,,,
2022,"Chesapeake City Public Schools","Hugo A. Owens Middle","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Chesapeake City Public Schools","Indian River High","Academic Achievement - Science","All Students",SCH,72,,,,,
2022,"Chesapeake City Public Schools","Indian River Middle","Academic Achievement - Science","All Students",SCH,47,,,,,
2022,"Chesapeake City Public Schools","Jolliff Middle","Academic Achievement - Science","All Students",SCH,73,,,,,
2022,"Chesapeake City Public Schools","Oscar F. Smith High","Academic Achievement - Science","All Students",SCH,70,,,,,
2022,"Chesapeake City Public Schools","Oscar Smith Middle","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Chesapeake City Public Schools","Portlock Primary","Academic Achievement - Science","All Students",SCH,51,,,,,
2022,"Chesapeake City Public Schools","Rena B. Wright Primary","Academic Achievement - Science","All Students",SCH,41,,,,,
2022,"Chesapeake City Public Schools","Southeastern Elementary","Academic Achievement - Science","All Students",SCH,88,,,,,
2022,"Chesapeake City Public Schools","Southwestern Elementary","Academic Achievement - Science","All Students",SCH,58,,,,,
2022,"Chesapeake City Public Schools","Sparrow Road Intermediate","Academic Achievement - Science","All Students",SCH,55,,,,,
2022,"Chesapeake City Public Schools","Thurgood Marshall Elementary","Academic Achievement - Science","All Students",SCH,48,,,,,
2022,"Chesapeake City Public Schools","Truitt Intermediate","Academic Achievement - Science","All Students",SCH,41,,,,,
2022,"Chesapeake City Public Schools","Western Branch High","Academic Achievement - Science","All Students",SCH,76,,,,,
2022,"Chesapeake City Public Schools","Western Branch Intermediate","Academic Achievement - Science","All Students",SCH,70,,,,,
2022,"Chesapeake City Public Schools","Western Branch Middle","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"Chesapeake City Public Schools","Western Branch Primary","Academic Achievement - Science","All Students",SCH,70,,,,,
2022,"Chesterfield County Public Schools","A.M. Davis Elementary","Academic Achievement - Science","All Students",SCH,48,,,,,
2022,"Chesterfield County Public Schools","Alberta Smith Elementary","Academic Achievement - Science","All Students",SCH,84,,,,,
2022,"Chesterfield County Public Schools","Bailey Bridge Middle","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Chesterfield County Public Schools","Bellwood Elementary","Academic Achievement - Science","All Students",SCH,67,,,,,
2022,"Chesterfield County Public Schools","Bensley Elementary","Academic Achievement - Science","All Students",SCH,55,,,,,
2022,"Chesterfield County Public Schools","Bettie Weaver Elementary","Academic Achievement - Science","All Students",SCH,89,,,,,
2022,"Chesterfield County Public Schools","Beulah Elementary","Academic Achievement - Science","All Students",SCH,29,,,,,
