"Accreditation Rates"
2/13/2026

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"Accomack County Public Schools","Accawmacke Elementary","Academic Achievement - English","All Students",SCH,64,9,16,4,92,8
2022,"Accomack County Public Schools","Arcadia High","Academic Achievement - English","All Students",SCH,73,0,0,2,76,24
2022,"Accomack County Public Schools","Arcadia Middle ","Academic Achievement - English","All Students",SCH,57,8,12,0,77,23
2022,"Accomack County Public Schools","Chincoteague Elementary","Academic Achievement - English","All Students",SCH,56,3,14,0,73,27
2022,"Accomack County Public Schools","Chincoteague High","Academic Achievement - English","All Students",SCH,77,4,3,0,85,15
2022,"Accomack County Public Schools","Kegotank Elementary","Academic Achievement - English","All Students",SCH,52,7,19,1,80,20
2022,"Accomack County Public Schools","Metompkin Elementary","Academic Achievement - English","All Students",SCH,56,8,23,2,89,11
2022,"Accomack County Public Schools","Nandua High","Academic Achievement - English","All Students",SCH,80,1,0,1,82,18
2022,"Accomack County Public Schools","Nandua Middle","Academic Achievement - English","All Students",SCH,67,8,9,1,84,16
2022,"Accomack County Public Schools","Pungoteague Elementary","Academic Achievement - English","All Students",SCH,56,12,20,1,88,12
2022,"Accomack County Public Schools","Tangier Combined","Academic Achievement - English","All Students",SCH,87,0,0,0,87,13
2022,"Albemarle County Public Schools","Agnor Elementary","Academic Achievement - English","All Students",SCH,65,1,16,4,86,14
2022,"Albemarle County Public Schools","Albemarle High","Academic Achievement - English","All Students",SCH,89,0,0,2,91,9
2022,"Albemarle County Public Schools","Baker-Butler Elementary","Academic Achievement - English","All Students",SCH,78,4,10,2,94,6
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Academic Achievement - English","All Students",SCH,76,5,11,1,93,7
2022,"Albemarle County Public Schools","Brownsville Elementary","Academic Achievement - English","All Students",SCH,83,3,6,0,92,8
2022,"Albemarle County Public Schools","Community Lab School","Academic Achievement - English","All Students",SCH,88,0,3,0,91,9
2022,"Albemarle County Public Schools","Crozet Elementary","Academic Achievement - English","All Students",SCH,71,5,13,0,89,11
2022,"Albemarle County Public Schools","Hollymead Elementary","Academic Achievement - English","All Students",SCH,89,1,6,0,97,3
2022,"Albemarle County Public Schools","Ivy Elementary","Academic Achievement - English","All Students",SCH,86,0,4,1,91,9
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Academic Achievement - English","All Students",SCH,69,4,7,0,80,20
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Academic Achievement - English","All Students",SCH,84,1,3,0,88,12
2022,"Albemarle County Public Schools","Journey Middle","Academic Achievement - English","All Students",SCH,59,3,12,1,75,25
2022,"Albemarle County Public Schools","Lakeside Middle","Academic Achievement - English","All Students",SCH,82,4,4,1,89,11
2022,"Albemarle County Public Schools","Leslie H. Walton Middle","Academic Achievement - English","All Students",SCH,70,4,5,0,80,20
2022,"Albemarle County Public Schools","Mary Carr Greer Elementary","Academic Achievement - English","All Students",SCH,49,8,24,3,86,14
2022,"Albemarle County Public Schools","Monticello High","Academic Achievement - English","All Students",SCH,94,0,0,1,95,5
2022,"Albemarle County Public Schools","Mountain View Elementary","Academic Achievement - English","All Students",SCH,57,3,20,6,86,14
2022,"Albemarle County Public Schools","Red Hill Elementary","Academic Achievement - English","All Students",SCH,54,4,23,0,81,19
2022,"Albemarle County Public Schools","Scottsville Elementary","Academic Achievement - English","All Students",SCH,56,5,20,1,82,18
2022,"Albemarle County Public Schools","Stone Robinson Elementary","Academic Achievement - English","All Students",SCH,71,3,13,1,88,12
2022,"Albemarle County Public Schools","Stony Point Elementary","Academic Achievement - English","All Students",SCH,70,2,11,0,83,17
2022,"Albemarle County Public Schools","Virginia L. Murray Elementary","Academic Achievement - English","All Students",SCH,93,2,3,0,98,2
2022,"Albemarle County Public Schools","Western Albemarle High","Academic Achievement - English","All Students",SCH,95,0,0,0,96,4
2022,"Albemarle County Public Schools","Woodbrook Elementary","Academic Achievement - English","All Students",SCH,56,4,23,2,86,14
2022,"Alexandria City Public Schools","Alexandria City High","Academic Achievement - English","All Students",SCH,86,0,0,1,87,13
2022,"Alexandria City Public Schools","Charles Barrett Elementary","Academic Achievement - English","All Students",SCH,74,1,15,4,94,6
2022,"Alexandria City Public Schools","Cora Kelly School for Math Science and Technology","Academic Achievement - English","All Students",SCH,48,4,34,7,93,7
2022,"Alexandria City Public Schools","Douglas MacArthur Elementary","Academic Achievement - English","All Students",SCH,77,7,9,2,95,5
2022,"Alexandria City Public Schools","Ferdinand T. Day Elementary","Academic Achievement - English","All Students",SCH,47,3,31,8,89,11
2022,"Alexandria City Public Schools","Francis C. Hammond Middle","Academic Achievement - English","All Students",SCH,56,1,15,2,74,26
2022,"Alexandria City Public Schools","George Mason Elementary","Academic Achievement - English","All Students",SCH,74,6,14,3,97,3
2022,"Alexandria City Public Schools","George Washington Middle","Academic Achievement - English","All Students",SCH,69,2,9,1,80,20
2022,"Alexandria City Public Schools","James K. Polk Elementary","Academic Achievement - English","All Students",SCH,63,1,21,6,90,10
2022,"Alexandria City Public Schools","Jefferson-Houston PK-8 School","Academic Achievement - English","All Students",SCH,48,0,19,2,68,32
2022,"Alexandria City Public Schools","John Adams Elementary","Academic Achievement - English","All Students",SCH,63,2,24,3,93,7
2022,"Alexandria City Public Schools","Lyles-Crouch Elementary","Academic Achievement - English","All Students",SCH,88,3,6,1,97,3
2022,"Alexandria City Public Schools","Mount Vernon Elementary","Academic Achievement - English","All Students",SCH,59,5,24,5,92,8
2022,"Alexandria City Public Schools","Naomi L. Brooks Elementary","Academic Achievement - English","All Students",SCH,72,4,12,0,89,11
2022,"Alexandria City Public Schools","Patrick Henry K-8 School","Academic Achievement - English","All Students",SCH,68,3,13,2,87,13
2022,"Alexandria City Public Schools","Samuel W. Tucker Elementary","Academic Achievement - English","All Students",SCH,62,4,16,5,88,12
2022,"Alexandria City Public Schools","William Ramsay Elementary","Academic Achievement - English","All Students",SCH,41,3,39,7,89,11
2022,"Alleghany Highlands Public Schools","Alleghany High","Academic Achievement - English","All Students",SCH,69,1,0,0,70,30
2022,"Alleghany Highlands Public Schools","Callaghan Elementary","Academic Achievement - English","All Students",SCH,61,9,14,0,84,16
2022,"Alleghany Highlands Public Schools","Covington Middle","Academic Achievement - English","All Students",SCH,62,7,10,0,79,21
2022,"Alleghany Highlands Public Schools","Jeter-Watson Elementary","Academic Achievement - English","All Students",SCH,66,0,14,0,80,20
2022,"Alleghany Highlands Public Schools","Mountain View Elementary","Academic Achievement - English","All Students",SCH,61,5,20,0,87,13
2022,"Alleghany Highlands Public Schools","Sharon Elementary","Academic Achievement - English","All Students",SCH,78,8,7,0,92,8
2022,"Amelia County Public Schools","Amelia County Elementary","Academic Achievement - English","All Students",SCH,54,6,17,0,77,23
2022,"Amelia County Public Schools","Amelia County High","Academic Achievement - English","All Students",SCH,84,0,0,0,84,16
2022,"Amelia County Public Schools","Amelia County Middle","Academic Achievement - English","All Students",SCH,63,6,10,0,79,21
2022,"Amherst County Public Schools","Amelon Elementary","Academic Achievement - English","All Students",SCH,54,7,16,0,78,22
2022,"Amherst County Public Schools","Amherst County High","Academic Achievement - English","All Students",SCH,89,0,0,0,89,11
2022,"Amherst County Public Schools","Amherst Elementary","Academic Achievement - English","All Students",SCH,80,0,8,0,89,11
2022,"Amherst County Public Schools","Amherst Middle","Academic Achievement - English","All Students",SCH,64,5,5,0,75,25
2022,"Amherst County Public Schools","Central Elementary","Academic Achievement - English","All Students",SCH,55,1,18,0,74,26
2022,"Amherst County Public Schools","Elon Elementary","Academic Achievement - English","All Students",SCH,60,0,20,0,80,20
2022,"Amherst County Public Schools","Madison Heights Elementary","Academic Achievement - English","All Students",SCH,56,7,16,0,80,20
2022,"Amherst County Public Schools","Monelison Middle","Academic Achievement - English","All Students",SCH,54,0,10,0,63,37
2022,"Amherst County Public Schools","Temperance Elementary","Academic Achievement - English","All Students",SCH,65,0,19,0,83,17
2022,"Appomattox County Public Schools","Appomattox County High","Academic Achievement - English","All Students",SCH,95,0,0,0,95,5
2022,"Appomattox County Public Schools","Appomattox Elementary","Academic Achievement - English","All Students",SCH,68,7,11,0,87,13
2022,"Appomattox County Public Schools","Appomattox Middle","Academic Achievement - English","All Students",SCH,64,6,7,0,78,22
2022,"Appomattox County Public Schools","Appomattox Primary","Academic Achievement - English","All Students",SCH,68,7,11,0,87,13
2022,"Arlington County Public Schools","Abingdon Elementary","Academic Achievement - English","All Students",SCH,64,0,22,4,90,10
2022,"Arlington County Public Schools","Alice West Fleet Elementary","Academic Achievement - English","All Students",SCH,77,6,11,2,96,4
2022,"Arlington County Public Schools","Arlington Community High","Academic Achievement - English","All Students",SCH,89,3,0,3,94,6
2022,"Arlington County Public Schools","Arlington Science Focus School","Academic Achievement - English","All Students",SCH,93,0,4,0,97,3
2022,"Arlington County Public Schools","Arlington Traditional","Academic Achievement - English","All Students",SCH,93,3,2,0,98,2
2022,"Arlington County Public Schools","Ashlawn Elementary","Academic Achievement - English","All Students",SCH,87,2,7,1,97,3
2022,"Arlington County Public Schools","Barcroft Elementary","Academic Achievement - English","All Students",SCH,72,2,16,6,96,4
2022,"Arlington County Public Schools","Barrett Elementary","Academic Achievement - English","All Students",SCH,66,2,21,5,95,5
2022,"Arlington County Public Schools","Campbell Elementary","Academic Achievement - English","All Students",SCH,83,0,12,1,96,4
2022,"Arlington County Public Schools","Cardinal Elementary","Academic Achievement - English","All Students",SCH,88,1,3,1,94,6
2022,"Arlington County Public Schools","Carlin Springs Elementary","Academic Achievement - English","All Students",SCH,40,0,43,4,87,13
2022,"Arlington County Public Schools","Claremont Immersion","Academic Achievement - English","All Students",SCH,81,0,13,2,96,4
2022,"Arlington County Public Schools","Discovery Elementary","Academic Achievement - English","All Students",SCH,89,1,6,0,96,4
2022,"Arlington County Public Schools","Dorothy Hamm Middle","Academic Achievement - English","All Students",SCH,88,0,3,0,92,8
2022,"Arlington County Public Schools","Dr. Charles R. Drew Elementary","Academic Achievement - English","All Students",SCH,65,0,20,1,87,13
2022,"Arlington County Public Schools","Escuela Key Elementary","Academic Achievement - English","All Students",SCH,77,1,15,4,97,3
2022,"Arlington County Public Schools","Glebe Elementary","Academic Achievement - English","All Students",SCH,91,0,3,1,95,5
2022,"Arlington County Public Schools","Gunston Middle","Academic Achievement - English","All Students",SCH,72,1,7,1,82,18
2022,"Arlington County Public Schools","Hoffman-Boston Elementary","Academic Achievement - English","All Students",SCH,65,2,20,6,94,6
2022,"Arlington County Public Schools","Innovation Elementary ","Academic Achievement - English","All Students",SCH,81,0,7,3,91,9
2022,"Arlington County Public Schools","Jamestown Elementary","Academic Achievement - English","All Students",SCH,92,0,3,0,95,5
2022,"Arlington County Public Schools","Jefferson Middle","Academic Achievement - English","All Students",SCH,76,0,6,2,85,15
2022,"Arlington County Public Schools","Kenmore Middle","Academic Achievement - English","All Students",SCH,65,4,10,3,82,18
2022,"Arlington County Public Schools","Long Branch Elementary","Academic Achievement - English","All Students",SCH,83,0,7,2,92,8
2022,"Arlington County Public Schools","Montessori Public School of Arlington","Academic Achievement - English","All Students",SCH,89,0,8,0,96,4
2022,"Arlington County Public Schools","Nottingham Elementary","Academic Achievement - English","All Students",SCH,92,2,2,1,97,3
2022,"Arlington County Public Schools","Oakridge Elementary","Academic Achievement - English","All Students",SCH,78,0,11,2,91,9
2022,"Arlington County Public Schools","Randolph Elementary","Academic Achievement - English","All Students",SCH,62,6,18,9,96,4
2022,"Arlington County Public Schools","Swanson Middle","Academic Achievement - English","All Students",SCH,82,3,5,1,90,10
2022,"Arlington County Public Schools","Taylor Elementary","Academic Achievement - English","All Students",SCH,90,0,4,1,95,5
2022,"Arlington County Public Schools","Tuckahoe Elementary","Academic Achievement - English","All Students",SCH,90,5,3,0,97,3
2022,"Arlington County Public Schools","Wakefield High","Academic Achievement - English","All Students",SCH,86,0,0,1,87,13
2022,"Arlington County Public Schools","Washington-Liberty High","Academic Achievement - English","All Students",SCH,91,0,0,0,91,9
2022,"Arlington County Public Schools","Williamsburg Middle","Academic Achievement - English","All Students",SCH,94,2,1,0,97,3
2022,"Arlington County Public Schools","Yorktown High","Academic Achievement - English","All Students",SCH,95,0,0,0,95,5
2022,"Augusta County Public Schools","Buffalo Gap High","Academic Achievement - English","All Students",SCH,94,0,0,0,94,6
2022,"Augusta County Public Schools","Cassell Elementary","Academic Achievement - English","All Students",SCH,65,8,13,1,86,14
2022,"Augusta County Public Schools","Churchville Elementary","Academic Achievement - English","All Students",SCH,69,7,11,0,88,12
2022,"Augusta County Public Schools","Craigsville Elementary","Academic Achievement - English","All Students",SCH,62,21,10,0,93,7
2022,"Augusta County Public Schools","Edward G. Clymore Elementary","Academic Achievement - English","All Students",SCH,61,8,18,0,87,13
2022,"Augusta County Public Schools","Fort Defiance High","Academic Achievement - English","All Students",SCH,98,0,0,0,98,2
2022,"Augusta County Public Schools","Guy K. Stump Elementary","Academic Achievement - English","All Students",SCH,68,9,13,1,91,9
2022,"Augusta County Public Schools","North River Elementary","Academic Achievement - English","All Students",SCH,56,14,20,2,92,8
2022,"Augusta County Public Schools","Riverheads Elementary","Academic Achievement - English","All Students",SCH,73,5,9,0,87,13
2022,"Augusta County Public Schools","Riverheads High","Academic Achievement - English","All Students",SCH,90,0,0,0,90,10
2022,"Augusta County Public Schools","S. Gordon Stewart Middle","Academic Achievement - English","All Students",SCH,67,4,6,0,78,22
2022,"Augusta County Public Schools","Stuarts Draft Elementary","Academic Achievement - English","All Students",SCH,63,6,13,1,83,17
2022,"Augusta County Public Schools","Stuarts Draft High","Academic Achievement - English","All Students",SCH,88,0,0,0,88,12
2022,"Augusta County Public Schools","Stuarts Draft Middle","Academic Achievement - English","All Students",SCH,63,6,7,0,77,23
2022,"Augusta County Public Schools","Wilson Elementary","Academic Achievement - English","All Students",SCH,62,6,14,1,84,16
2022,"Augusta County Public Schools","Wilson Memorial High","Academic Achievement - English","All Students",SCH,87,0,0,1,88,12
2022,"Augusta County Public Schools","Wilson Middle","Academic Achievement - English","All Students",SCH,61,5,8,0,74,26
2022,"Bath County Public Schools","Bath County High","Academic Achievement - English","All Students",SCH,77,0,4,0,81,19
2022,"Bath County Public Schools","Millboro Elementary","Academic Achievement - English","All Students",SCH,60,4,25,0,88,12
2022,"Bath County Public Schools","Valley Elementary","Academic Achievement - English","All Students",SCH,48,6,17,0,72,28
2022,"Bedford County Public Schools","Bedford Elementary","Academic Achievement - English","All Students",SCH,65,7,16,0,88,12
2022,"Bedford County Public Schools","Bedford Primary","Academic Achievement - English","All Students",SCH,65,7,16,0,88,12
2022,"Bedford County Public Schools","Big Island Elementary","Academic Achievement - English","All Students",SCH,76,8,4,0,88,12
2022,"Bedford County Public Schools","Boonsboro Elementary","Academic Achievement - English","All Students",SCH,80,4,8,1,93,7
2022,"Bedford County Public Schools","Forest Elementary","Academic Achievement - English","All Students",SCH,88,3,6,0,97,3
2022,"Bedford County Public Schools","Forest Middle","Academic Achievement - English","All Students",SCH,78,3,5,0,87,13
2022,"Bedford County Public Schools","Goodview Elementary","Academic Achievement - English","All Students",SCH,56,7,20,0,84,16
2022,"Bedford County Public Schools","Huddleston Elementary","Academic Achievement - English","All Students",SCH,66,3,15,1,85,15
2022,"Bedford County Public Schools","Jefferson Forest High","Academic Achievement - English","All Students",SCH,91,0,0,0,91,9
2022,"Bedford County Public Schools","Liberty High","Academic Achievement - English","All Students",SCH,82,0,0,0,82,18
2022,"Bedford County Public Schools","Liberty Middle","Academic Achievement - English","All Students",SCH,60,5,6,0,72,28
2022,"Bedford County Public Schools","Moneta Elementary","Academic Achievement - English","All Students",SCH,77,5,8,0,90,10
2022,"Bedford County Public Schools","Montvale Elementary","Academic Achievement - English","All Students",SCH,69,4,17,0,90,10
2022,"Bedford County Public Schools","New London Academy Elementary","Academic Achievement - English","All Students",SCH,81,3,7,0,91,9
2022,"Bedford County Public Schools","Otter River Elementary","Academic Achievement - English","All Students",SCH,82,5,4,0,91,9
2022,"Bedford County Public Schools","Staunton River High","Academic Achievement - English","All Students",SCH,73,0,0,0,73,27
2022,"Bedford County Public Schools","Staunton River Middle","Academic Achievement - English","All Students",SCH,53,5,9,0,67,33
2022,"Bedford County Public Schools","Stewartsville Elementary","Academic Achievement - English","All Students",SCH,75,3,12,1,91,9
2022,"Bedford County Public Schools","Thomas Jefferson Elementary","Academic Achievement - English","All Students",SCH,80,5,6,0,92,8
2022,"Bland County Public Schools","Bland County Elementary ","Academic Achievement - English","All Students",SCH,66,4,11,0,82,18
2022,"Bland County Public Schools","Bland County High","Academic Achievement - English","All Students",SCH,82,2,4,0,88,12
2022,"Botetourt County Public Schools","Breckinridge Elementary","Academic Achievement - English","All Students",SCH,80,3,2,0,85,15
2022,"Botetourt County Public Schools","Buchanan Elementary","Academic Achievement - English","All Students",SCH,80,9,6,0,95,5
2022,"Botetourt County Public Schools","Central Academy Middle","Academic Achievement - English","All Students",SCH,76,2,4,0,82,18
2022,"Botetourt County Public Schools","Cloverdale Elementary","Academic Achievement - English","All Students",SCH,84,2,4,0,90,10
2022,"Botetourt County Public Schools","Colonial Elementary","Academic Achievement - English","All Students",SCH,83,5,9,0,97,3
2022,"Botetourt County Public Schools","Eagle Rock Elementary","Academic Achievement - English","All Students",SCH,77,8,3,0,88,12
2022,"Botetourt County Public Schools","Greenfield Elementary","Academic Achievement - English","All Students",SCH,75,7,8,1,91,9
2022,"Botetourt County Public Schools","James River High","Academic Achievement - English","All Students",SCH,97,0,0,0,97,3
2022,"Botetourt County Public Schools","Lord Botetourt High","Academic Achievement - English","All Students",SCH,94,0,0,0,95,5
2022,"Botetourt County Public Schools","Read Mountain Middle","Academic Achievement - English","All Students",SCH,78,3,6,0,87,13
2022,"Botetourt County Public Schools","Troutville Elementary","Academic Achievement - English","All Students",SCH,86,5,5,0,96,4
2022,"Bristol City Public Schools","Virginia High","Academic Achievement - English","All Students",SCH,85,0,0,1,85,15
2022,"Bristol City Public Schools","Virginia Middle","Academic Achievement - English","All Students",SCH,66,4,8,0,78,22
2022,"Brunswick County Public Schools","Brunswick High","Academic Achievement - English","All Students",SCH,74,0,0,0,74,26
2022,"Brunswick County Public Schools","James S. Russell Middle","Academic Achievement - English","All Students",SCH,43,6,15,0,64,36
2022,"Brunswick County Public Schools","Meherrin Powellton Elementary","Academic Achievement - English","All Students",SCH,55,11,17,0,82,18
2022,"Brunswick County Public Schools","Red Oak-Sturgeon Elementary","Academic Achievement - English","All Students",SCH,49,3,20,0,71,29
2022,"Brunswick County Public Schools","Totaro Elementary","Academic Achievement - English","All Students",SCH,61,7,15,0,82,18
2022,"Buchanan County Public Schools","Council Elementary/Middle","Academic Achievement - English","All Students",SCH,67,0,20,0,86,14
2022,"Buchanan County Public Schools","Council High ","Academic Achievement - English","All Students",SCH,68,2,2,0,72,28
2022,"Buchanan County Public Schools","Grundy High","Academic Achievement - English","All Students",SCH,89,0,0,0,89,11
2022,"Buchanan County Public Schools","Hurley Elementary/Middle","Academic Achievement - English","All Students",SCH,66,0,17,0,83,17
2022,"Buchanan County Public Schools","Hurley High","Academic Achievement - English","All Students",SCH,69,1,5,0,75,25
2022,"Buchanan County Public Schools","Riverview Elementary/Middle","Academic Achievement - English","All Students",SCH,56,3,15,0,74,26
2022,"Buchanan County Public Schools","Twin Valley Elementary/Middle","Academic Achievement - English","All Students",SCH,75,0,13,0,88,12
2022,"Buchanan County Public Schools","Twin Valley High","Academic Achievement - English","All Students",SCH,76,0,3,0,79,21
2022,"Buckingham County Public Schools","Buckingham Co Elementary","Academic Achievement - English","All Students",SCH,52,8,20,1,81,19
2022,"Buckingham County Public Schools","Buckingham Co Primary","Academic Achievement - English","All Students",SCH,52,8,20,1,81,19
2022,"Buckingham County Public Schools","Buckingham County High","Academic Achievement - English","All Students",SCH,80,0,0,0,80,20
2022,"Buckingham County Public Schools","Buckingham County Middle","Academic Achievement - English","All Students",SCH,49,7,10,0,67,33
2022,"Buena Vista City Public Schools","Enderly Heights Elementary","Academic Achievement - English","All Students",SCH,72,9,11,0,92,8
2022,"Buena Vista City Public Schools","F.W. Kling Jr. Elementary","Academic Achievement - English","All Students",SCH,72,9,11,0,92,8
2022,"Buena Vista City Public Schools","Parry McCluer High","Academic Achievement - English","All Students",SCH,64,1,3,0,68,32
2022,"Buena Vista City Public Schools","Parry McCluer Middle","Academic Achievement - English","All Students",SCH,75,6,10,0,92,8
2022,"Campbell County Public Schools","Altavista Elementary","Academic Achievement - English","All Students",SCH,68,8,15,0,91,9
2022,"Campbell County Public Schools","Altavista High","Academic Achievement - English","All Students",SCH,64,8,4,0,77,23
2022,"Campbell County Public Schools","Brookneal Elementary","Academic Achievement - English","All Students",SCH,59,7,17,0,83,17
2022,"Campbell County Public Schools","Brookville High","Academic Achievement - English","All Students",SCH,97,0,0,0,97,3
2022,"Campbell County Public Schools","Brookville Middle","Academic Achievement - English","All Students",SCH,61,7,6,0,74,26
2022,"Campbell County Public Schools","Concord Elementary","Academic Achievement - English","All Students",SCH,67,7,11,0,86,14
2022,"Campbell County Public Schools","Leesville Road Elementary","Academic Achievement - English","All Students",SCH,75,3,12,0,91,9
2022,"Campbell County Public Schools","Rustburg Elementary","Academic Achievement - English","All Students",SCH,62,10,14,0,86,14
2022,"Campbell County Public Schools","Rustburg High","Academic Achievement - English","All Students",SCH,94,0,0,0,94,6
2022,"Campbell County Public Schools","Rustburg Middle","Academic Achievement - English","All Students",SCH,61,8,8,0,76,24
2022,"Campbell County Public Schools","Tomahawk Elementary","Academic Achievement - English","All Students",SCH,71,6,13,1,90,10
2022,"Campbell County Public Schools","William Campbell High","Academic Achievement - English","All Students",SCH,68,3,6,0,78,22
2022,"Campbell County Public Schools","Yellow Branch Elementary","Academic Achievement - English","All Students",SCH,65,8,13,0,86,14
2022,"Caroline County Public Schools","Bowling Green Elementary","Academic Achievement - English","All Students",SCH,48,9,21,0,79,21
2022,"Caroline County Public Schools","Caroline High","Academic Achievement - English","All Students",SCH,79,0,0,0,79,21
2022,"Caroline County Public Schools","Caroline Middle","Academic Achievement - English","All Students",SCH,52,3,11,0,66,34
2022,"Caroline County Public Schools","Lewis and Clark Elementary","Academic Achievement - English","All Students",SCH,73,4,11,0,89,11
2022,"Caroline County Public Schools","Madison Elementary","Academic Achievement - English","All Students",SCH,60,9,17,1,86,14
2022,"Carroll County Public Schools","Carroll County High","Academic Achievement - English","All Students",SCH,86,0,0,0,86,14
2022,"Carroll County Public Schools","Carroll County Middle","Academic Achievement - English","All Students",SCH,70,6,6,0,82,18
2022,"Carroll County Public Schools","Fancy Gap Elementary","Academic Achievement - English","All Students",SCH,87,4,1,0,93,7
2022,"Carroll County Public Schools","Gladesboro Elementary","Academic Achievement - English","All Students",SCH,71,14,10,0,94,6
2022,"Carroll County Public Schools","Gladeville Elementary","Academic Achievement - English","All Students",SCH,65,9,19,1,94,6
2022,"Carroll County Public Schools","Hillsville Elementary","Academic Achievement - English","All Students",SCH,80,0,9,0,89,11
2022,"Carroll County Public Schools","Laurel Elementary","Academic Achievement - English","All Students",SCH,67,0,20,0,87,13
2022,"Carroll County Public Schools","Oakland Elementary","Academic Achievement - English","All Students",SCH,69,10,11,1,90,10
2022,"Carroll County Public Schools","St. Paul","Academic Achievement - English","All Students",SCH,72,9,11,0,93,7
2022,"Charles City County Public Schools","Charles City County Elementary","Academic Achievement - English","All Students",SCH,54,0,20,0,74,26
2022,"Charles City County Public Schools","Charles City County High","Academic Achievement - English","All Students",SCH,69,0,4,0,73,27
2022,"Charlotte County Public Schools","Bacon District Elementary","Academic Achievement - English","All Students",SCH,60,7,20,0,87,13
2022,"Charlotte County Public Schools","Central Middle","Academic Achievement - English","All Students",SCH,68,6,6,0,80,20
2022,"Charlotte County Public Schools","Eureka Elementary","Academic Achievement - English","All Students",SCH,75,7,7,0,89,11
2022,"Charlotte County Public Schools","Phenix Elementary","Academic Achievement - English","All Students",SCH,65,7,12,0,84,16
2022,"Charlotte County Public Schools","Randolph-Henry High","Academic Achievement - English","All Students",SCH,93,0,0,0,93,7
2022,"Charlottesville City Public Schools","Charlottesville High","Academic Achievement - English","All Students",SCH,87,0,0,1,88,12
2022,"Charlottesville City Public Schools","Charlottesville Middle","Academic Achievement - English","All Students",SCH,51,4,11,1,66,34
2022,"Charlottesville City Public Schools","Greenbrier Elementary","Academic Achievement - English","All Students",SCH,78,3,10,4,94,6
2022,"Charlottesville City Public Schools","Jackson-Via Elementary","Academic Achievement - English","All Students",SCH,60,4,21,1,85,15
2022,"Charlottesville City Public Schools","Summit Elementary","Academic Achievement - English","All Students",SCH,50,5,19,6,80,20
2022,"Charlottesville City Public Schools","Sunrise Elementary","Academic Achievement - English","All Students",SCH,76,1,12,0,90,10
2022,"Charlottesville City Public Schools","Tall Oaks Elementary","Academic Achievement - English","All Students",SCH,71,4,16,0,91,9
2022,"Charlottesville City Public Schools","Trailblazer Elementary","Academic Achievement - English","All Students",SCH,73,3,13,0,88,12
2022,"Charlottesville City Public Schools","Walker Upper Elementary","Academic Achievement - English","All Students",SCH,58,6,15,1,80,20
2022,"Chesapeake City Public Schools","Butts Road Intermediate","Academic Achievement - English","All Students",SCH,85,4,5,0,95,5
2022,"Chesapeake City Public Schools","Butts Road Primary","Academic Achievement - English","All Students",SCH,85,4,5,0,95,5
2022,"Chesapeake City Public Schools","Camelot Elementary","Academic Achievement - English","All Students",SCH,68,7,15,1,91,9
2022,"Chesapeake City Public Schools","Cedar Road Elementary","Academic Achievement - English","All Students",SCH,87,4,3,0,94,6
2022,"Chesapeake City Public Schools","Crestwood Middle","Academic Achievement - English","All Students",SCH,59,8,8,0,75,25
2022,"Chesapeake City Public Schools","Deep Creek Central Elementary","Academic Achievement - English","All Students",SCH,78,7,7,0,92,8
2022,"Chesapeake City Public Schools","Deep Creek Elementary","Academic Achievement - English","All Students",SCH,77,6,8,1,92,8
2022,"Chesapeake City Public Schools","Deep Creek High","Academic Achievement - English","All Students",SCH,85,1,0,0,87,13
2022,"Chesapeake City Public Schools","Deep Creek Middle","Academic Achievement - English","All Students",SCH,65,7,7,0,80,20
2022,"Chesapeake City Public Schools","Edwin W. Chittum Elementary","Academic Achievement - English","All Students",SCH,81,5,7,0,93,7
2022,"Chesapeake City Public Schools","G.A. Treakle Elementary","Academic Achievement - English","All Students",SCH,58,9,23,1,91,9
2022,"Chesapeake City Public Schools","George W. Carver Intermediate","Academic Achievement - English","All Students",SCH,56,10,17,2,85,15
2022,"Chesapeake City Public Schools","Georgetown Primary","Academic Achievement - English","All Students",SCH,57,0,26,0,83,17
2022,"Chesapeake City Public Schools","Grassfield Elementary","Academic Achievement - English","All Students",SCH,82,6,5,0,93,7
2022,"Chesapeake City Public Schools","Grassfield High","Academic Achievement - English","All Students",SCH,94,0,0,0,94,6
2022,"Chesapeake City Public Schools","Great Bridge High","Academic Achievement - English","All Students",SCH,97,0,0,0,97,3
2022,"Chesapeake City Public Schools","Great Bridge Intermediate","Academic Achievement - English","All Students",SCH,85,3,6,0,94,6
2022,"Chesapeake City Public Schools","Great Bridge Middle","Academic Achievement - English","All Students",SCH,81,5,3,0,88,12
2022,"Chesapeake City Public Schools","Great Bridge Primary","Academic Achievement - English","All Students",SCH,85,3,6,0,94,6
2022,"Chesapeake City Public Schools","Greenbrier Intermediate","Academic Achievement - English","All Students",SCH,74,6,10,0,90,10
2022,"Chesapeake City Public Schools","Greenbrier Middle","Academic Achievement - English","All Students",SCH,68,8,5,0,81,19
2022,"Chesapeake City Public Schools","Greenbrier Primary","Academic Achievement - English","All Students",SCH,74,6,10,0,90,10
